hlpi_name,year,hlpi,nzhec,nzhec_name,nzhec_short,level,weight,nzhec1,nzhec1_name,nzhec1_short,exp_pw,eqv_exp_pw
Income quintile 1 (low),2014,disq1,3,Clothing and footwear,Clothing and footwear,group,1.6,3,Clothing and footwear,Clothing and footwear,7.92,5.39
Income quintile 1 (low),2014,disq1,3.1,Clothing,Clothing,subgroup,1.3,3,Clothing and footwear,Clothing and footwear,6.43,4.38
Income quintile 1 (low),2014,disq1,3.2,Footwear,Footwear,subgroup,0.4,3,Clothing and footwear,Clothing and footwear,1.98,1.35
Income quintile 1 (low),2014,disq1,4,Housing and household utilities,Housing,group,32.7,4,Housing and household utilities,Housing,161.85,110.09
Income quintile 1 (low),2014,disq1,4.1,Actual rentals for housing,Rent,subgroup,18.6,4,Housing and household utilities,Housing,92.06,62.62
Income quintile 1 (low),2014,disq1,4.3,Property maintenance,Property maintenance,subgroup,1.6,4,Housing and household utilities,Housing,7.92,5.39
Income quintile 1 (low),2014,disq1,4.4,Property rates and related services,Property rates,subgroup,4.4,4,Housing and household utilities,Housing,21.78,14.81
Income quintile 1 (low),2014,disq1,4.5,Household energy,Household energy,subgroup,8,4,Housing and household utilities,Housing,39.6,26.93
Income quintile 1 (low),2014,disq1,5,Household contents and services,Contents and services,group,2.9,5,Household contents and services,Contents and services,14.35,9.76
Income quintile 1 (low),2014,disq1,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,0.8,5,Household contents and services,Contents and services,3.96,2.69
Income quintile 1 (low),2014,disq1,5.2,Household textiles,Textiles,subgroup,0.2,5,Household contents and services,Contents and services,0.99,0.67
Income quintile 1 (low),2014,disq1,5.3,Household appliances,Appliances,subgroup,0.5,5,Household contents and services,Contents and services,2.47,1.68
Income quintile 1 (low),2014,disq1,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,0.2,5,Household contents and services,Contents and services,0.99,0.67
Income quintile 1 (low),2014,disq1,5.5,Tools and equipment for house and garden,Tools,subgroup,0.4,5,Household contents and services,Contents and services,1.98,1.35
Income quintile 1 (low),2014,disq1,5.6,Other household supplies and services,Other supplies and services,subgroup,0.8,5,Household contents and services,Contents and services,3.96,2.69
Income quintile 1 (low),2014,disq1,6,Health,Health,group,2.9,6,Health,Health,14.35,9.76
Income quintile 1 (low),2014,disq1,6.1,"Medical products, appliances and equipment",Medical products,subgroup,1,6,Health,Health,4.95,3.37
Income quintile 1 (low),2014,disq1,6.2,Out-patient services,Out-patient services,subgroup,1.9,6,Health,Health,9.4,6.4
Income quintile 1 (low),2014,disq1,6.3,Hospital services,Hospital services,subgroup,0,6,Health,Health,0,0
Income quintile 1 (low),2014,disq1,7,Transport,Transport,group,11.1,7,Transport,Transport,54.94,37.37
Income quintile 1 (low),2014,disq1,7.1,Purchase of vehicles,Vehicles,subgroup,1.7,7,Transport,Transport,8.41,5.72
Income quintile 1 (low),2014,disq1,7.2,Private transport supplies and services,Private transport supplies,subgroup,8.3,7,Transport,Transport,41.08,27.94
Income quintile 1 (low),2014,disq1,7.3,Passenger transport services,Passenger transport,subgroup,1.2,7,Transport,Transport,5.94,4.04
Income quintile 1 (low),2014,disq1,8,Communication,Communication,group,5.4,8,Communication,Communication,26.73,18.18
Income quintile 1 (low),2014,disq1,8.1,Postal services,Postal services,subgroup,0.2,8,Communication,Communication,0.99,0.67
Income quintile 1 (low),2014,disq1,8.2,Telecommunication equipment,Telecommunication equip,subgroup,0.2,8,Communication,Communication,0.99,0.67
Income quintile 1 (low),2014,disq1,8.3,Telecommunication services,Telecommunication services,subgroup,4.9,8,Communication,Communication,24.25,16.5
Income quintile 1 (low),2014,disq1,9,Recreation and culture,Recreation and culture,group,6.5,9,Recreation and culture,Recreation and culture,32.17,21.88
Income quintile 1 (low),2014,disq1,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,0.8,9,Recreation and culture,Recreation and culture,3.96,2.69
Income quintile 1 (low),2014,disq1,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,0.1,9,Recreation and culture,Recreation and culture,0.49,0.34
Income quintile 1 (low),2014,disq1,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,1.7,9,Recreation and culture,Recreation and culture,8.41,5.72
Income quintile 1 (low),2014,disq1,9.4,Recreational and cultural services,Rec & cultural services,subgroup,2.3,9,Recreation and culture,Recreation and culture,11.38,7.74
Income quintile 1 (low),2014,disq1,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1,9,Recreation and culture,Recreation and culture,4.95,3.37
Income quintile 1 (low),2014,disq1,9.6,Accommodation services,Accomodation,subgroup,0.3,9,Recreation and culture,Recreation and culture,1.48,1.01
Income quintile 1 (low),2014,disq1,9.7,Package holidays,Package holidays,subgroup,0.4,9,Recreation and culture,Recreation and culture,1.98,1.35
Income quintile 1 (low),2014,disq1,10,Education,Education,group,0.9,10,Education,Education,4.45,3.03
Income quintile 1 (low),2014,disq1,10.1,Early childhood education,Early childhood education,subgroup,0.1,10,Education,Education,0.49,0.34
Income quintile 1 (low),2014,disq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,0.3,10,Education,Education,1.48,1.01
Income quintile 1 (low),2014,disq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,0.5,10,Education,Education,2.47,1.68
Income quintile 1 (low),2014,disq1,10.4,Other educational fees,Other education,subgroup,0,10,Education,Education,0,0
Income quintile 1 (low),2014,disq1,11,Miscellaneous goods and services,Miscellaneous,group,8.3,11,Miscellaneous goods and services,Miscellaneous,41.08,27.94
Income quintile 1 (low),2014,disq1,11.1,Personal care,Personal care,subgroup,2.2,11,Miscellaneous goods and services,Miscellaneous,10.89,7.41
Income quintile 1 (low),2014,disq1,11.3,Personal effects,Personal effects,subgroup,0.1,11,Miscellaneous goods and services,Miscellaneous,0.49,0.34
Income quintile 1 (low),2014,disq1,11.4,Insurance,Insurance,subgroup,4.7,11,Miscellaneous goods and services,Miscellaneous,23.26,15.82
Income quintile 1 (low),2014,disq1,11.5,Credit services,Credit services,subgroup,0.4,11,Miscellaneous goods and services,Miscellaneous,1.98,1.35
Income quintile 1 (low),2014,disq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,0.9,11,Miscellaneous goods and services,Miscellaneous,4.45,3.03
Income quintile 1 (low),2014,disq1,13,Other expenditure,Interest,group,3.2,13,Other expenditure,Interest,15.84,10.77
Income quintile 1 (low),2014,disq1,13.1,Interest payments,Interest,subgroup,3.2,13,Other expenditure,Interest,15.84,10.77
Income quintile 1 (low),2017.4,disq1,1,Food,Food,group,21.3,1,Food,Food,112.9,74.7
Income quintile 1 (low),2017.4,disq1,1.1,Fruit and vegetables,Fruit & veg,subgroup,3.8,1,Food,Food,20.4,13.5
Income quintile 1 (low),2017.4,disq1,1.2,"Meat, poultry and fish",Meat,subgroup,3.7,1,Food,Food,19.4,12.8
Income quintile 1 (low),2017.4,disq1,1.3,Grocery food,Grocery food,subgroup,8.8,1,Food,Food,46.7,30.9
Income quintile 1 (low),2017.4,disq1,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1.9,1,Food,Food,10.3,6.8
Income quintile 1 (low),2017.4,disq1,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,3,1,Food,Food,16.1,10.6
Income quintile 1 (low),2017.4,disq1,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,4.8,2,Alcoholic beverages and tobacco,Alcohol and tobacco,25.4,16.8
Income quintile 1 (low),2017.4,disq1,2.1,Alcoholic beverages,Alcohol,subgroup,2.6,2,Alcoholic beverages and tobacco,Alcohol and tobacco,13.6,9
Income quintile 1 (low),2017.4,disq1,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2.2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,11.8,7.8
Income quintile 1 (low),2017.4,disq1,3,Clothing and footwear,Clothing and footwear,group,1.6,3,Clothing and footwear,Clothing and footwear,8.4,5.5
Income quintile 1 (low),2017.4,disq1,3.1,Clothing,Clothing,subgroup,1.3,3,Clothing and footwear,Clothing and footwear,6.7,4.4
Income quintile 1 (low),2017.4,disq1,3.2,Footwear,Footwear,subgroup,0.3,3,Clothing and footwear,Clothing and footwear,1.7,1.1
Income quintile 1 (low),2017.4,disq1,4,Housing and household utilities,Housing,group,32.4,4,Housing and household utilities,Housing,172.3,114
Income quintile 1 (low),2017.4,disq1,4.1,Actual rentals for housing,Rent,subgroup,16.4,4,Housing and household utilities,Housing,87.3,57.7
Income quintile 1 (low),2017.4,disq1,4.3,Property maintenance,Property maintenance,subgroup,1.4,4,Housing and household utilities,Housing,7.3,4.8
Income quintile 1 (low),2017.4,disq1,4.4,Property rates and related services,Property rates,subgroup,6.2,4,Housing and household utilities,Housing,32.7,21.6
Income quintile 1 (low),2017.4,disq1,4.5,Household energy,Household energy,subgroup,8.5,4,Housing and household utilities,Housing,45,29.7
Income quintile 1 (low),2017.4,disq1,5,Household contents and services,Contents and services,group,3.9,5,Household contents and services,Contents and services,20.9,13.8
Income quintile 1 (low),2017.4,disq1,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,0.8,5,Household contents and services,Contents and services,4.4,2.9
Income quintile 1 (low),2017.4,disq1,5.2,Household textiles,Textiles,subgroup,0.4,5,Household contents and services,Contents and services,2,1.3
Income quintile 1 (low),2017.4,disq1,5.3,Household appliances,Appliances,subgroup,1.1,5,Household contents and services,Contents and services,5.7,3.7
Income quintile 1 (low),2017.4,disq1,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,0.1,5,Household contents and services,Contents and services,0.8,0.5
Income quintile 1 (low),2017.4,disq1,5.5,Tools and equipment for house and garden,Tools,subgroup,0.6,5,Household contents and services,Contents and services,3.2,2.1
Income quintile 1 (low),2017.4,disq1,5.6,Other household supplies and services,Other supplies and services,subgroup,0.9,5,Household contents and services,Contents and services,4.9,3.2
Income quintile 1 (low),2017.4,disq1,6,Health,Health,group,3.2,6,Health,Health,16.9,11.2
Income quintile 1 (low),2017.4,disq1,6.1,"Medical products, appliances and equipment",Medical products,subgroup,1.3,6,Health,Health,7,4.6
Income quintile 1 (low),2017.4,disq1,6.2,Out-patient services,Out-patient services,subgroup,1.9,6,Health,Health,9.9,6.5
Income quintile 1 (low),2017.4,disq1,6.3,Hospital services,Hospital services,subgroup,0,6,Health,Health,0,0
Income quintile 1 (low),2017.4,disq1,7,Transport,Transport,group,10.4,7,Transport,Transport,55.1,36.5
Income quintile 1 (low),2017.4,disq1,7.1,Purchase of vehicles,Vehicles,subgroup,2.1,7,Transport,Transport,11.1,7.3
Income quintile 1 (low),2017.4,disq1,7.2,Private transport supplies and services,Private transport supplies,subgroup,6.4,7,Transport,Transport,34.2,22.6
Income quintile 1 (low),2017.4,disq1,7.3,Passenger transport services,Passenger transport,subgroup,1.9,7,Transport,Transport,9.9,6.5
Income quintile 1 (low),2017.4,disq1,8,Communication,Communication,group,4.8,8,Communication,Communication,25.3,16.7
Income quintile 1 (low),2017.4,disq1,8.1,Postal services,Postal services,subgroup,0.1,8,Communication,Communication,0.5,0.3
Income quintile 1 (low),2017.4,disq1,8.2,Telecommunication equipment,Telecommunication equip,subgroup,0.2,8,Communication,Communication,1,0.7
Income quintile 1 (low),2017.4,disq1,8.3,Telecommunication services,Telecommunication services,subgroup,4.5,8,Communication,Communication,23.8,15.7
Income quintile 1 (low),2017.4,disq1,9,Recreation and culture,Recreation and culture,group,6.1,9,Recreation and culture,Recreation and culture,32.6,21.6
Income quintile 1 (low),2017.4,disq1,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,0.6,9,Recreation and culture,Recreation and culture,3.3,2.2
Income quintile 1 (low),2017.4,disq1,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,0,9,Recreation and culture,Recreation and culture,0.1,0.1
Income quintile 1 (low),2017.4,disq1,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,1.8,9,Recreation and culture,Recreation and culture,9.3,6.2
Income quintile 1 (low),2017.4,disq1,9.4,Recreational and cultural services,Rec & cultural services,subgroup,2,9,Recreation and culture,Recreation and culture,10.5,6.9
Income quintile 1 (low),2017.4,disq1,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1.2,9,Recreation and culture,Recreation and culture,6.2,4.1
Income quintile 1 (low),2017.4,disq1,9.6,Accommodation services,Accomodation,subgroup,0.6,9,Recreation and culture,Recreation and culture,3.1,2.1
Income quintile 1 (low),2017.4,disq1,10,Education,Education,group,1.1,10,Education,Education,6.1,4
Income quintile 1 (low),2017.4,disq1,10.1,Early childhood education,Early childhood education,subgroup,0.1,10,Education,Education,0.6,0.4
Income quintile 1 (low),2017.4,disq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,0.2,10,Education,Education,1.1,0.7
Income quintile 1 (low),2017.4,disq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,0.8,10,Education,Education,4,2.7
Income quintile 1 (low),2017.4,disq1,10.4,Other educational fees,Other education,subgroup,0.1,10,Education,Education,0.4,0.2
Income quintile 1 (low),2017.4,disq1,11,Miscellaneous goods and services,Miscellaneous,group,7.7,11,Miscellaneous goods and services,Miscellaneous,41.1,27.2
Income quintile 1 (low),2017.4,disq1,11.1,Personal care,Personal care,subgroup,2.1,11,Miscellaneous goods and services,Miscellaneous,11.1,7.3
Income quintile 1 (low),2017.4,disq1,11.3,Personal effects,Personal effects,subgroup,0.2,11,Miscellaneous goods and services,Miscellaneous,1,0.6
Income quintile 1 (low),2017.4,disq1,11.4,Insurance,Insurance,subgroup,4.8,11,Miscellaneous goods and services,Miscellaneous,25.5,16.8
Income quintile 1 (low),2017.4,disq1,11.5,Credit services,Credit services,subgroup,0.3,11,Miscellaneous goods and services,Miscellaneous,1.4,0.9
Income quintile 1 (low),2017.4,disq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,0.4,11,Miscellaneous goods and services,Miscellaneous,2.2,1.4
Income quintile 1 (low),2017.4,disq1,13,Other expenditure,Interest,group,2.7,13,Other expenditure,Interest,14.4,9.5
Income quintile 1 (low),2017.4,disq1,13.1,Interest payments,Interest,subgroup,2.7,13,Other expenditure,Interest,14.4,9.5
Income quintile 2,2008,disq2,1,Food,Food,group,19.3,1,Food,Food,110.5,67.61
Income quintile 2,2008,disq2,1.1,Fruit and vegetables,Fruit & veg,subgroup,2.8,1,Food,Food,16.03,9.81
Income quintile 2,2008,disq2,1.2,"Meat, poultry and fish",Meat,subgroup,3.4,1,Food,Food,19.47,11.91
Income quintile 2,2008,disq2,1.3,Grocery food,Grocery food,subgroup,8.6,1,Food,Food,49.24,30.13
Income quintile 2,2008,disq2,1.4,Non-alcoholic beverages,Soft drinks,subgroup,2,1,Food,Food,11.45,7.01
Income quintile 2,2008,disq2,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,2.5,1,Food,Food,14.31,8.76
Income quintile 2,2008,disq2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,5.9,2,Alcoholic beverages and tobacco,Alcohol and tobacco,33.78,20.67
Income quintile 2,2008,disq2,2.1,Alcoholic beverages,Alcohol,subgroup,2.9,2,Alcoholic beverages and tobacco,Alcohol and tobacco,16.6,10.16
Income quintile 2,2008,disq2,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,17.18,10.51
Income quintile 2,2008,disq2,3,Clothing and footwear,Clothing and footwear,group,3.2,3,Clothing and footwear,Clothing and footwear,18.32,11.21
Income quintile 2,2008,disq2,3.1,Clothing,Clothing,subgroup,2.3,3,Clothing and footwear,Clothing and footwear,13.17,8.06
Income quintile 2,2008,disq2,3.2,Footwear,Footwear,subgroup,0.8,3,Clothing and footwear,Clothing and footwear,4.58,2.8
Income quintile 2,2008,disq2,4,Housing and household utilities,Housing,group,23.9,4,Housing and household utilities,Housing,136.84,83.72
Income quintile 2,2008,disq2,4.1,Actual rentals for housing,Rent,subgroup,12.4,4,Housing and household utilities,Housing,71,43.44
Income quintile 2,2008,disq2,4.3,Property maintenance,Property maintenance,subgroup,1.6,4,Housing and household utilities,Housing,9.16,5.6
Income quintile 2,2008,disq2,4.4,Property rates and related services,Property rates,subgroup,4.1,4,Housing and household utilities,Housing,23.48,14.36
Income quintile 2,2008,disq2,4.5,Household energy,Household energy,subgroup,5.9,4,Housing and household utilities,Housing,33.78,20.67
Income quintile 2,2008,disq2,5,Household contents and services,Contents and services,group,4.7,5,Household contents and services,Contents and services,26.91,16.46
Income quintile 2,2008,disq2,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1.4,5,Household contents and services,Contents and services,8.02,4.9
Income quintile 2,2008,disq2,5.2,Household textiles,Textiles,subgroup,0.2,5,Household contents and services,Contents and services,1.15,0.7
Income quintile 2,2008,disq2,5.3,Household appliances,Appliances,subgroup,1.5,5,Household contents and services,Contents and services,8.59,5.25
Income quintile 2,2008,disq2,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,0.2,5,Household contents and services,Contents and services,1.15,0.7
Income quintile 2,2008,disq2,5.5,Tools and equipment for house and garden,Tools,subgroup,0.4,5,Household contents and services,Contents and services,2.29,1.4
Income quintile 2,2008,disq2,5.6,Other household supplies and services,Other supplies and services,subgroup,0.9,5,Household contents and services,Contents and services,5.15,3.15
Income quintile 2,2008,disq2,6,Health,Health,group,4.7,6,Health,Health,26.91,16.46
Income quintile 2,2008,disq2,6.1,"Medical products, appliances and equipment",Medical products,subgroup,1,6,Health,Health,5.73,3.5
Income quintile 2,2008,disq2,6.2,Out-patient services,Out-patient services,subgroup,2.9,6,Health,Health,16.6,10.16
Income quintile 2,2008,disq2,6.3,Hospital services,Hospital services,subgroup,0.8,6,Health,Health,4.58,2.8
Income quintile 2,2008,disq2,7,Transport,Transport,group,12.2,7,Transport,Transport,69.85,42.74
Income quintile 2,2008,disq2,7.1,Purchase of vehicles,Vehicles,subgroup,1.7,7,Transport,Transport,9.73,5.96
Income quintile 2,2008,disq2,7.2,Private transport supplies and services,Private transport supplies,subgroup,8.8,7,Transport,Transport,50.39,30.83
Income quintile 2,2008,disq2,7.3,Passenger transport services,Passenger transport,subgroup,1.7,7,Transport,Transport,9.73,5.96
Income quintile 2,2008,disq2,8,Communication,Communication,group,3.2,8,Communication,Communication,18.32,11.21
Income quintile 2,2008,disq2,8.1,Postal services,Postal services,subgroup,0.2,8,Communication,Communication,1.15,0.7
Income quintile 2,2008,disq2,8.2,Telecommunication equipment,Telecommunication equip,subgroup,0.2,8,Communication,Communication,1.15,0.7
Income quintile 2,2008,disq2,8.3,Telecommunication services,Telecommunication services,subgroup,2.8,8,Communication,Communication,16.03,9.81
Income quintile 2,2008,disq2,9,Recreation and culture,Recreation and culture,group,7.3,9,Recreation and culture,Recreation and culture,41.8,25.57
Income quintile 2,2008,disq2,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,1.2,9,Recreation and culture,Recreation and culture,6.87,4.2
Income quintile 2,2008,disq2,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,0.1,9,Recreation and culture,Recreation and culture,0.57,0.35
Income quintile 2,2008,disq2,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,1.9,9,Recreation and culture,Recreation and culture,10.88,6.66
Income quintile 2,2008,disq2,9.4,Recreational and cultural services,Rec & cultural services,subgroup,1.9,9,Recreation and culture,Recreation and culture,10.88,6.66
Income quintile 2,2008,disq2,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1.5,9,Recreation and culture,Recreation and culture,8.59,5.25
Income quintile 2,2008,disq2,9.6,Accommodation services,Accomodation,subgroup,0.3,9,Recreation and culture,Recreation and culture,1.72,1.05
Income quintile 2,2008,disq2,9.7,Package holidays,Package holidays,subgroup,0.4,9,Recreation and culture,Recreation and culture,2.29,1.4
Income quintile 2,2008,disq2,10,Education,Education,group,1,10,Education,Education,5.73,3.5
Income quintile 2,2008,disq2,10.1,Early childhood education,Early childhood education,subgroup,0.1,10,Education,Education,0.57,0.35
Income quintile 2,2008,disq2,10.2,Primary and secondary education,Primary/secondary education,subgroup,0.6,10,Education,Education,3.44,2.1
Income quintile 2,2008,disq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,0.3,10,Education,Education,1.72,1.05
Income quintile 2,2008,disq2,10.4,Other educational fees,Other education,subgroup,0,10,Education,Education,0,0
Income quintile 2,2008,disq2,11,Miscellaneous goods and services,Miscellaneous,group,10,11,Miscellaneous goods and services,Miscellaneous,57.26,35.03
Income quintile 2,2008,disq2,11.1,Personal care,Personal care,subgroup,2.3,11,Miscellaneous goods and services,Miscellaneous,13.17,8.06
Income quintile 2,2008,disq2,11.3,Personal effects,Personal effects,subgroup,0.3,11,Miscellaneous goods and services,Miscellaneous,1.72,1.05
Income quintile 2,2008,disq2,11.4,Insurance,Insurance,subgroup,4.3,11,Miscellaneous goods and services,Miscellaneous,24.62,15.06
Income quintile 2,2008,disq2,11.5,Credit services,Credit services,subgroup,0.4,11,Miscellaneous goods and services,Miscellaneous,2.29,1.4
Income quintile 2,2008,disq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,2.7,11,Miscellaneous goods and services,Miscellaneous,15.46,9.46
Income quintile 2,2008,disq2,13,Other expenditure,Interest,group,4.7,13,Other expenditure,Interest,26.91,16.46
Income quintile 2,2008,disq2,13.1,Interest payments,Interest,subgroup,4.7,13,Other expenditure,Interest,26.91,16.46
Income quintile 2,2011,disq2,1,Food,Food,group,20.2,1,Food,Food,132.49,79.75
Income quintile 2,2011,disq2,1.1,Fruit and vegetables,Fruit & veg,subgroup,3,1,Food,Food,19.68,11.84
Income quintile 2,2011,disq2,1.2,"Meat, poultry and fish",Meat,subgroup,3.3,1,Food,Food,21.64,13.03
Income quintile 2,2011,disq2,1.3,Grocery food,Grocery food,subgroup,8.7,1,Food,Food,57.06,34.35
Income quintile 2,2011,disq2,1.4,Non-alcoholic beverages,Soft drinks,subgroup,2.1,1,Food,Food,13.77,8.29
Income quintile 2,2011,disq2,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,3.1,1,Food,Food,20.33,12.24
Income quintile 2,2011,disq2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,6,2,Alcoholic beverages and tobacco,Alcohol and tobacco,39.35,23.69
Income quintile 2,2011,disq2,2.1,Alcoholic beverages,Alcohol,subgroup,3.3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,21.64,13.03
Income quintile 2,2011,disq2,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2.7,2,Alcoholic beverages and tobacco,Alcohol and tobacco,17.71,10.66
Income quintile 2,2011,disq2,3,Clothing and footwear,Clothing and footwear,group,2.6,3,Clothing and footwear,Clothing and footwear,17.05,10.26
Income quintile 2,2011,disq2,3.1,Clothing,Clothing,subgroup,2,3,Clothing and footwear,Clothing and footwear,13.12,7.9
Income quintile 2,2011,disq2,3.2,Footwear,Footwear,subgroup,0.6,3,Clothing and footwear,Clothing and footwear,3.94,2.37
Income quintile 2,2011,disq2,4,Housing and household utilities,Housing,group,25.2,4,Housing and household utilities,Housing,165.28,99.49
Income quintile 2,2011,disq2,4.1,Actual rentals for housing,Rent,subgroup,13.8,4,Housing and household utilities,Housing,90.51,54.48
Income quintile 2,2011,disq2,4.3,Property maintenance,Property maintenance,subgroup,1.6,4,Housing and household utilities,Housing,10.49,6.32
Income quintile 2,2011,disq2,4.4,Property rates and related services,Property rates,subgroup,3.7,4,Housing and household utilities,Housing,24.27,14.61
Income quintile 2,2011,disq2,4.5,Household energy,Household energy,subgroup,6.1,4,Housing and household utilities,Housing,40.01,24.08
Income quintile 2,2011,disq2,5,Household contents and services,Contents and services,group,3.5,5,Household contents and services,Contents and services,22.96,13.82
Income quintile 2,2011,disq2,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,0.6,5,Household contents and services,Contents and services,3.94,2.37
Income quintile 2,2011,disq2,5.2,Household textiles,Textiles,subgroup,0.3,5,Household contents and services,Contents and services,1.97,1.18
Income quintile 2,2011,disq2,5.3,Household appliances,Appliances,subgroup,1.1,5,Household contents and services,Contents and services,7.21,4.34
Income quintile 2,2011,disq2,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,0.2,5,Household contents and services,Contents and services,1.31,0.79
Income quintile 2,2011,disq2,5.5,Tools and equipment for house and garden,Tools,subgroup,0.5,5,Household contents and services,Contents and services,3.28,1.97
Income quintile 2,2011,disq2,5.6,Other household supplies and services,Other supplies and services,subgroup,0.8,5,Household contents and services,Contents and services,5.25,3.16
Income quintile 2,2011,disq2,6,Health,Health,group,4.1,6,Health,Health,26.89,16.19
Income quintile 2,2011,disq2,6.1,"Medical products, appliances and equipment",Medical products,subgroup,1,6,Health,Health,6.56,3.95
Income quintile 2,2011,disq2,6.2,Out-patient services,Out-patient services,subgroup,2.8,6,Health,Health,18.36,11.05
Income quintile 2,2011,disq2,6.3,Hospital services,Hospital services,subgroup,0.4,6,Health,Health,2.62,1.58
Income quintile 2,2011,disq2,7,Transport,Transport,group,13.5,7,Transport,Transport,88.55,53.3
Income quintile 2,2011,disq2,7.1,Purchase of vehicles,Vehicles,subgroup,2,7,Transport,Transport,13.12,7.9
Income quintile 2,2011,disq2,7.2,Private transport supplies and services,Private transport supplies,subgroup,9.7,7,Transport,Transport,63.62,38.3
Income quintile 2,2011,disq2,7.3,Passenger transport services,Passenger transport,subgroup,1.9,7,Transport,Transport,12.46,7.5
Income quintile 2,2011,disq2,8,Communication,Communication,group,4,8,Communication,Communication,26.24,15.79
Income quintile 2,2011,disq2,8.1,Postal services,Postal services,subgroup,0.2,8,Communication,Communication,1.31,0.79
Income quintile 2,2011,disq2,8.2,Telecommunication equipment,Telecommunication equip,subgroup,0.2,8,Communication,Communication,1.31,0.79
Income quintile 2,2011,disq2,8.3,Telecommunication services,Telecommunication services,subgroup,3.6,8,Communication,Communication,23.61,14.21
Income quintile 2,2011,disq2,9,Recreation and culture,Recreation and culture,group,7.6,9,Recreation and culture,Recreation and culture,49.85,30
Income quintile 2,2011,disq2,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,1.1,9,Recreation and culture,Recreation and culture,7.21,4.34
Income quintile 2,2011,disq2,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,0,9,Recreation and culture,Recreation and culture,0,0
Income quintile 2,2011,disq2,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,1.8,9,Recreation and culture,Recreation and culture,11.81,7.11
Income quintile 2,2011,disq2,9.4,Recreational and cultural services,Rec & cultural services,subgroup,2.4,9,Recreation and culture,Recreation and culture,15.74,9.48
Income quintile 2,2011,disq2,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1.3,9,Recreation and culture,Recreation and culture,8.53,5.13
Income quintile 2,2011,disq2,9.6,Accommodation services,Accomodation,subgroup,0.2,9,Recreation and culture,Recreation and culture,1.31,0.79
Income quintile 2,2011,disq2,9.7,Package holidays,Package holidays,subgroup,0.6,9,Recreation and culture,Recreation and culture,3.94,2.37
Income quintile 2,2011,disq2,10,Education,Education,group,1.1,10,Education,Education,7.21,4.34
Income quintile 2,2011,disq2,10.1,Early childhood education,Early childhood education,subgroup,0.1,10,Education,Education,0.66,0.39
Income quintile 2,2011,disq2,10.2,Primary and secondary education,Primary/secondary education,subgroup,0.3,10,Education,Education,1.97,1.18
Income quintile 2,2011,disq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,0.6,10,Education,Education,3.94,2.37
Income quintile 2,2011,disq2,10.4,Other educational fees,Other education,subgroup,0,10,Education,Education,0,0
Income quintile 2,2011,disq2,11,Miscellaneous goods and services,Miscellaneous,group,7.1,11,Miscellaneous goods and services,Miscellaneous,46.57,28.03
